Ballard,1
Bellevue,2
Belltown,1
Capitol Hill,1
Columbia City,2
Downtown,1
Edmonds,3
Everett,3
First Hill,1
Fremont,1
Georgetown,2
Interbay,1
Issaquah,3
Kirkland,2
Maple Leaf,2
N. Seattle,2
Phinney Ridge,1
Queen Anne,1
Redmond,2
Renton,3
SoDo,1
South Lake Union,1
U. District,1
West Seattle,2
